Datetime,YEAR,MONTH,DAY,SST,Temperature
1987-08-03,1987.0,8.0,3.0,12.149907235911751,11.00517584523879
1987-08-04,1987.0,8.0,4.0,12.434405671915913,11.2295855523911
1987-08-05,1987.0,8.0,5.0,12.233333333333333,11.070981571112668
1987-08-06,1987.0,8.0,6.0,11.95,10.847490886057054
1987-08-07,1987.0,8.0,7.0,11.5125,10.502394975309416
1987-08-08,1987.0,8.0,8.0,11.8125,10.739032171250654
1987-08-09,1987.0,8.0,9.0,12.5625,11.33062516110375
1987-08-10,1987.0,8.0,10.0,12.604166666666664,11.36349143831781
1987-08-11,1987.0,8.0,11.0,12.633333333333333,11.386497832367654
1987-08-12,1987.0,8.0,12.0,13.1875,11.823619319314664
1987-08-13,1987.0,8.0,13.0,13.4125,12.001097216270592
1987-08-14,1987.0,8.0,14.0,11.6875,10.640433339608471
1987-08-15,1987.0,8.0,15.0,11.79166666666667,10.722599032643625
1987-08-16,1987.0,8.0,16.0,12.195833333333333,11.041401921620015
1987-08-17,1987.0,8.0,17.0,12.608333333333334,11.366778066039219
1987-08-18,1987.0,8.0,18.0,13.191666666666668,11.826905947036071
1987-08-19,1987.0,8.0,19.0,14.279166666666667,12.68471578232306
1987-08-20,1987.0,8.0,20.0,14.2125,12.632129738780563
1987-08-21,1987.0,8.0,21.0,14.979166666666664,13.236869239519281
1987-08-22,1987.0,8.0,22.0,15.158333333333333,13.378194231539744
1987-08-23,1987.0,8.0,23.0,16.695833333333333,14.590959860738591
1987-08-24,1987.0,8.0,24.0,15.4625,13.61811805520239
1987-08-25,1987.0,8.0,25.0,14.975,13.233582611797877
1987-08-26,1987.0,8.0,26.0,15.595833333333333,13.723290142287384
1987-08-27,1987.0,8.0,27.0,15.891666666666667,13.956640710507218
1987-08-28,1987.0,8.0,28.0,15.504166666666668,13.650984332416451
1987-08-29,1987.0,8.0,29.0,15.554166666666667,13.690423865073324
1987-08-30,1987.0,8.0,30.0,15.0625,13.302601793947405
1987-08-31,1987.0,8.0,31.0,14.5375,12.888486701050237
1987-09-01,1987.0,9.0,1.0,14.5125,12.8687669347218
1987-09-02,1987.0,9.0,2.0,14.304166666666667,12.704435548651496
1987-09-03,1987.0,9.0,3.0,14.45,12.819467518900709
1987-09-04,1987.0,9.0,4.0,14.695833333333335,13.013378554463669
1987-09-05,1987.0,9.0,5.0,14.870833333333332,13.151416918762724
1987-09-06,1987.0,9.0,6.0,14.891666666666666,13.167850057369755
1987-09-07,1987.0,9.0,7.0,15.254166666666668,13.453786669132086
1987-09-08,1987.0,9.0,8.0,15.204166666666666,13.414347136475211
1987-09-09,1987.0,9.0,9.0,14.45,12.819467518900709
1987-09-10,1987.0,9.0,10.0,14.199999999999998,12.622269855616342
1987-09-11,1987.0,9.0,11.0,13.725,12.24759429537605
1987-09-12,1987.0,9.0,12.0,13.960869565217395,12.433646003779128
1987-09-13,1987.0,9.0,13.0,13.616666666666665,12.162141974619491
1987-09-14,1987.0,9.0,14.0,13.637499999999998,12.17857511322652
1987-09-15,1987.0,9.0,15.0,13.4625,12.040536748927467
1987-09-16,1987.0,9.0,16.0,12.466666666666667,11.25503272351141
1987-09-17,1987.0,9.0,17.0,12.470833333333335,11.258319351232817
1987-09-18,1987.0,9.0,18.0,13.466666666666667,12.043823376648872
1987-09-19,1987.0,9.0,19.0,13.6,12.148995463733867
1987-09-20,1987.0,9.0,20.0,12.820833333333335,11.534396079830929
1987-09-21,1987.0,9.0,21.0,12.779166666666667,11.501529802616867
1987-09-22,1987.0,9.0,22.0,12.7125,11.44894375907437
1987-09-23,1987.0,9.0,23.0,12.758333333333333,11.485096664009836
1987-09-24,1987.0,9.0,24.0,12.541666666666664,11.314192022496718
1987-09-25,1987.0,9.0,25.0,12.425000000000002,11.22216644629735
1987-09-26,1987.0,9.0,26.0,11.59375,10.566484215876834
1987-09-27,1987.0,9.0,27.0,12.7117457740604,11.44834883270286
1987-09-28,1987.0,9.0,28.0,11.823529411764708,10.74773206816026
1987-09-29,1987.0,9.0,29.0,12.9375,11.626421656030299
1987-09-30,1987.0,9.0,30.0,13.691666666666668,12.221301273604801
1987-10-01,1987.0,10.0,1.0,13.75,12.267314061704486
1987-10-02,1987.0,10.0,2.0,13.733333333333334,12.254167550818863
1987-10-03,1987.0,10.0,3.0,12.866666666666667,11.570548984766395
1987-10-04,1987.0,10.0,4.0,13.377272727272727,11.973310272807796
1987-10-05,1987.0,10.0,5.0,14.016666666666667,12.477658235874477
1987-10-06,1987.0,10.0,6.0,15.0625,13.302601793947405
1987-10-07,1987.0,10.0,7.0,14.729166666666664,13.039671576234916
1987-10-08,1987.0,10.0,8.0,14.441666666666668,12.812894263457899
1987-10-09,1987.0,10.0,9.0,14.366666666666665,12.753734964472587
1987-10-10,1987.0,10.0,10.0,13.8375,12.336333243854014
1987-10-11,1987.0,10.0,11.0,13.620833333333332,12.165428602340896
1987-10-12,1987.0,10.0,12.0,13.445833333333333,12.027390238041841
1987-10-13,1987.0,10.0,13.0,12.8625,11.56726235704499
1987-10-14,1987.0,10.0,14.0,12.720833333333333,11.455517014517183
1987-10-15,1987.0,10.0,15.0,12.808333333333332,11.524536196666709
1987-10-16,1987.0,10.0,16.0,13.120833333333332,11.771033275772165
1987-10-17,1987.0,10.0,17.0,12.945833333333333,11.63299491147311
1987-10-18,1987.0,10.0,18.0,12.808333333333332,11.524536196666709
1987-10-19,1987.0,10.0,19.0,13.029166666666667,11.698727465901232
1987-10-20,1987.0,10.0,20.0,13.491666666666665,12.063543142977307
1987-10-21,1987.0,10.0,21.0,13.495833333333332,12.066829770698714
1987-10-22,1987.0,10.0,22.0,13.954166666666666,12.428358820053385
1987-10-23,1987.0,10.0,23.0,14.05,12.503951257645726
1987-10-24,1987.0,10.0,24.0,14.341666666666667,12.734015198144151
1987-10-25,1987.0,10.0,25.0,14.279166666666667,12.68471578232306
1987-10-26,1987.0,10.0,26.0,13.699999999999998,12.227874529047611
1987-10-27,1987.0,10.0,27.0,13.825,12.326473360689796
1987-10-28,1987.0,10.0,28.0,14.2125,12.632129738780563
1987-10-29,1987.0,10.0,29.0,14.679166666666665,13.000232043578043
1987-10-30,1987.0,10.0,30.0,14.570833333333333,12.914779722821486
1987-10-31,1987.0,10.0,31.0,14.620833333333332,12.954219255478359
1987-11-01,1987.0,11.0,1.0,13.2875,11.90249838462841
1987-11-02,1987.0,11.0,2.0,12.808333333333332,11.524536196666709
1987-11-03,1987.0,11.0,3.0,13.179166666666665,11.817046063871851
1987-11-04,1987.0,11.0,4.0,13.716666666666667,12.241021039933237
1987-11-05,1987.0,11.0,5.0,13.056521739130433,11.72030489137655
1987-11-06,1987.0,11.0,6.0,13.25,11.872918735135755
1987-11-07,1987.0,11.0,7.0,13.520833333333336,12.086549537027153
1987-11-08,1987.0,11.0,8.0,13.873913043478264,12.365055512201957
1987-11-09,1987.0,11.0,9.0,13.866666666666667,12.359339637903858
1987-11-10,1987.0,11.0,10.0,13.821739130434786,12.323901217255655
1987-11-11,1987.0,11.0,11.0,13.9625,12.434932075496198
1987-11-12,1987.0,11.0,12.0,13.756521739130434,12.272458348572775
1987-11-13,1987.0,11.0,13.0,13.779166666666667,12.29032045575433
1987-11-14,1987.0,11.0,14.0,12.983333333333334,11.662574560965766
1987-11-15,1987.0,11.0,15.0,13.108333333333334,11.76117339260795
1987-11-16,1987.0,11.0,16.0,13.170833333333334,11.81047280842904
1987-11-17,1987.0,11.0,17.0,13.1875,11.823619319314664
1987-11-18,1987.0,11.0,18.0,13.016666666666666,11.688867582737014
1987-11-19,1987.0,11.0,19.0,13.270833333333336,11.889351873742788
1987-11-20,1987.0,11.0,20.0,13.541666666666664,12.10298267563418
1987-11-21,1987.0,11.0,21.0,13.466828103273786,12.043950716335642
1987-11-22,1987.0,11.0,22.0,13.20784141168076,11.839664434720069
1987-11-23,1987.0,11.0,23.0,12.92146455255181,11.61377304496429
1987-11-24,1987.0,11.0,24.0,13.001107270285285,11.67659447630292
1987-11-25,1987.0,11.0,25.0,12.950973363219433,11.637049319004113
1987-11-26,1987.0,11.0,26.0,13.073724811389575,11.733874513979808
1987-11-27,1987.0,11.0,27.0,12.843940236723235,11.552622589247832
1987-11-28,1987.0,11.0,28.0,12.662291591865053,11.409339836028613
1987-11-29,1987.0,11.0,29.0,12.515500994913335,11.293552785184628
1987-11-30,1987.0,11.0,30.0,12.451896004201812,11.243381763018485
1987-12-01,1987.0,12.0,1.0,12.523318024953511,11.299718785415616
1987-12-02,1987.0,12.0,2.0,12.645140739197814,11.395811403751356
1987-12-03,1987.0,12.0,3.0,12.506308059264686,11.286301483470082
1987-12-04,1987.0,12.0,4.0,12.54387126720969,11.31593099079896
1987-12-05,1987.0,12.0,5.0,12.539387300254395,11.312394079575645
1987-12-06,1987.0,12.0,6.0,13.188047509649296,11.824051189808532
1987-12-07,1987.0,12.0,7.0,13.320986775996065,11.928912440537815
1987-12-08,1987.0,12.0,8.0,13.32446239367121,11.931653975273848
1987-12-09,1987.0,12.0,9.0,13.439838917719467,12.022661899034603
1987-12-10,1987.0,12.0,10.0,13.420180165662154,12.007155259159449
1987-12-11,1987.0,12.0,11.0,13.254327821684575,11.876332480428994
1987-12-12,1987.0,12.0,12.0,13.111065335471993,11.763328370359275
1987-12-13,1987.0,12.0,13.0,13.064092559663735,11.726276683849798
1987-12-14,1987.0,12.0,14.0,12.913661566110568,11.607618122192878
1987-12-15,1987.0,12.0,15.0,12.74747190306794,11.47652926933679
1987-12-16,1987.0,12.0,16.0,12.344483490772605,11.158655776395525
1987-12-17,1987.0,12.0,17.0,12.374303190431169,11.182177276765566
1987-12-18,1987.0,12.0,18.0,12.504668146582613,11.2850079356745
1987-12-19,1987.0,12.0,19.0,12.504499812181985,11.284875155072683
1987-12-20,1987.0,12.0,20.0,12.491270291023149,11.274439832437109
1987-12-21,1987.0,12.0,21.0,12.450165599980187,11.242016836342318
1987-12-22,1987.0,12.0,22.0,12.43653142599615,11.23126232734046
1987-12-23,1987.0,12.0,23.0,12.163960546821187,11.016260965529789
1987-12-24,1987.0,12.0,24.0,12.138005458892955,10.995787834770638
1987-12-25,1987.0,12.0,25.0,12.083022839360938,10.952418058398768
1987-12-26,1987.0,12.0,26.0,11.962392824163793,10.85726622992343
1987-12-27,1987.0,12.0,27.0,11.922935062358384,10.8261423162176
1987-12-28,1987.0,12.0,28.0,11.506701921123474,10.497821504885458
1987-12-29,1987.0,12.0,29.0,11.374306023538532,10.393388858356712
1987-12-30,1987.0,12.0,30.0,11.453010683403326,10.455470358416424
1987-12-31,1987.0,12.0,31.0,11.537184407331095,10.521865805090421
1988-01-01,1988.0,1.0,1.0,11.18802110317892,10.246449054356594
1988-01-02,1988.0,1.0,2.0,11.191877817351427,10.249491194447689
1988-01-03,1988.0,1.0,3.0,11.56053436046572,10.540284029874211
1988-01-04,1988.0,1.0,4.0,11.390974800044448,10.406537033463815
1988-01-05,1988.0,1.0,5.0,11.298534032112125,10.333620619749949
1988-01-06,1988.0,1.0,6.0,11.04284351686964,10.131934331230775
1988-01-07,1988.0,1.0,7.0,10.943703239066709,10.053733406750373
1988-01-08,1988.0,1.0,8.0,11.312807289483585,10.344879231754383
1988-01-09,1988.0,1.0,9.0,11.415635097520278,10.42598884561634
1988-01-10,1988.0,1.0,10.0,11.55000842612661,10.531981271251983
1988-01-11,1988.0,1.0,11.0,11.495682279292689,10.489129314408412
1988-01-12,1988.0,1.0,12.0,11.322662728501925,10.352653109934616
1988-01-13,1988.0,1.0,13.0,11.267144469956,10.30886082651512
1988-01-14,1988.0,1.0,14.0,11.321060195496097,10.351389046878275
1988-01-15,1988.0,1.0,15.0,11.483144250680153,10.479239434630074
1988-01-16,1988.0,1.0,16.0,11.59199745486378,10.565101824654182
1988-01-17,1988.0,1.0,17.0,11.30348362984934,10.337524816181856
1988-01-18,1988.0,1.0,18.0,11.373193002774467,10.39251091798127
1988-01-19,1988.0,1.0,19.0,11.544958593382134,10.527998010383232
1988-01-20,1988.0,1.0,20.0,11.211236986616155,10.264761526216214
1988-01-21,1988.0,1.0,21.0,10.752750820058534,9.903111923442736
1988-01-22,1988.0,1.0,22.0,11.279618709794404,10.318700390304649
1988-01-23,1988.0,1.0,23.0,11.766728604668586,10.702928122432175
1988-01-24,1988.0,1.0,24.0,11.936812372048063,10.837088608391513
1988-01-25,1988.0,1.0,25.0,12.008054196330187,10.893283493497714
1988-01-26,1988.0,1.0,26.0,12.014976610313981,10.898743828945278
1988-01-27,1988.0,1.0,27.0,11.832941236835554,10.755156027805109
1988-01-28,1988.0,1.0,28.0,11.694109490345586,10.645646843815072
1988-01-29,1988.0,1.0,29.0,11.792295978092918,10.723095427614563
1988-01-30,1988.0,1.0,30.0,11.753278581177184,10.69231886961768
1988-01-31,1988.0,1.0,31.0,11.677269956682364,10.63236397705833
1988-02-01,1988.0,2.0,1.0,11.662361139933386,10.620604041757396
1988-02-02,1988.0,2.0,2.0,11.705837563043964,10.65489783793887
1988-02-03,1988.0,2.0,3.0,11.811685090953493,10.738389378611613
1988-02-04,1988.0,2.0,4.0,11.906610495615382,10.813265650554202
1988-02-05,1988.0,2.0,5.0,11.923710564783079,10.826754025281685
1988-02-06,1988.0,2.0,6.0,11.698662479649215,10.64923819922161
1988-02-07,1988.0,2.0,7.0,11.22439807276162,10.275142867952892
1988-02-08,1988.0,2.0,8.0,10.947164278248598,10.056463442107189
1988-02-09,1988.0,2.0,9.0,11.132337363002264,10.202526240573512
1988-02-10,1988.0,2.0,10.0,11.617325363426065,10.585080242191633
1988-02-11,1988.0,2.0,11.0,11.734065868085013,10.677164061109162
1988-02-12,1988.0,2.0,12.0,11.522881185387526,10.510583557311584
1988-02-13,1988.0,2.0,13.0,11.519481837354784,10.507902183356595
1988-02-14,1988.0,2.0,14.0,11.527150942884958,10.513951502116722
1988-02-15,1988.0,2.0,15.0,11.387319646651475,10.403653882631655
1988-02-16,1988.0,2.0,16.0,11.447658110940836,10.451248299287771
1988-02-17,1988.0,2.0,17.0,11.576425872541911,10.552819106064131
1988-02-18,1988.0,2.0,18.0,11.640430083230116,10.603305029216429
1988-02-19,1988.0,2.0,19.0,11.859243114605322,10.775902703149866
1988-02-20,1988.0,2.0,20.0,11.77687356836796,10.71093037497466
1988-02-21,1988.0,2.0,21.0,11.439874307279613,10.445108507713941
1988-02-22,1988.0,2.0,22.0,11.165023467127616,10.228308733995068
1988-02-23,1988.0,2.0,23.0,11.42432609249942,10.432844221222352
1988-02-24,1988.0,2.0,24.0,11.609556337532375,10.578952107182708
1988-02-25,1988.0,2.0,25.0,11.43490952273782,10.441192332072534
1988-02-26,1988.0,2.0,26.0,11.300883676189251,10.335473997036187
1988-02-27,1988.0,2.0,27.0,11.447157596656348,10.450853498298406
1988-02-28,1988.0,2.0,28.0,12.353061738411744,11.165422217953576
1988-02-29,1988.0,2.0,29.0,12.325718389864287,11.143854040193862
1988-03-01,1988.0,3.0,1.0,11.996326207536855,10.884032565557433
1988-03-02,1988.0,3.0,2.0,11.892421342515476,10.80207337921306
1988-03-03,1988.0,3.0,3.0,11.855019158748275,10.772570886250563
1988-03-04,1988.0,3.0,4.0,11.845202515302956,10.764827609655711
1988-03-05,1988.0,3.0,5.0,11.98252086735846,10.873143042261331
1988-03-06,1988.0,3.0,6.0,11.163559408831468,10.227153898495418
1988-03-07,1988.0,3.0,7.0,11.052482397090275,10.139537389855525
1988-03-08,1988.0,3.0,8.0,11.269226131960197,10.310502822047024
1988-03-09,1988.0,3.0,9.0,11.280048303380045,10.31903924970965
1988-03-10,1988.0,3.0,10.0,11.152076779226231,10.218096507589367
1988-03-11,1988.0,3.0,11.0,11.142967842967868,10.210911463808745
1988-03-12,1988.0,3.0,12.0,11.360644097976687,10.382612459169668
1988-03-13,1988.0,3.0,13.0,11.784029993389016,10.716575296141148
1988-03-14,1988.0,3.0,14.0,11.730117414286239,10.674049557658345
1988-03-15,1988.0,3.0,15.0,11.171428571428573,10.233361020400032
1988-03-16,1988.0,3.0,16.0,11.220833333333333,10.272331034810989
1988-03-17,1988.0,3.0,17.0,11.466666666666667,10.46624207037395
1988-03-18,1988.0,3.0,18.0,11.095833333333333,10.173732203168807
1988-03-19,1988.0,3.0,19.0,11.079166666666666,10.160585692283181
1988-03-20,1988.0,3.0,20.0,10.870833333333335,9.99625430621288
1988-03-21,1988.0,3.0,21.0,10.745833333333332,9.897655474570694
1988-03-22,1988.0,3.0,22.0,11.15,10.216458363547087
1988-03-23,1988.0,3.0,23.0,11.158333333333333,10.223031618989898
1988-03-24,1988.0,3.0,24.0,10.483333333333334,9.690597928122113
1988-03-25,1988.0,3.0,25.0,10.141666666666666,9.421094454966811
1988-03-26,1988.0,3.0,26.0,9.95,9.269909579782132
1988-03-27,1988.0,3.0,27.0,9.679166666666667,9.056278777890736
1988-03-28,1988.0,3.0,28.0,9.3375,8.786775304735437
1988-03-29,1988.0,3.0,29.0,9.166666666666666,8.652023568157787
1988-03-30,1988.0,3.0,30.0,9.054166666666664,8.56328461967982
1988-03-31,1988.0,3.0,31.0,9.1375,8.629017174107943
1988-04-01,1988.0,4.0,1.0,9.670833333333333,9.049705522447923
1988-04-02,1988.0,4.0,2.0,9.55,8.95439331852715
1988-04-03,1988.0,4.0,3.0,9.858333333333333,9.197603769911197
1988-04-04,1988.0,4.0,4.0,9.879166666666666,9.214036908518228
1988-04-05,1988.0,4.0,5.0,9.304166666666667,8.760482282964189
1988-04-06,1988.0,4.0,6.0,9.0375,8.550138108794197
1988-04-07,1988.0,4.0,7.0,9.425,8.855794486884966
1988-04-08,1988.0,4.0,8.0,9.325,8.776915421571218
1988-04-09,1988.0,4.0,9.0,9.6375,9.023412500676674
1988-04-10,1988.0,4.0,10.0,9.766666666666666,9.125297960040264
1988-04-11,1988.0,4.0,11.0,11.025,10.117859531904903
1988-04-12,1988.0,4.0,12.0,12.233333333333334,11.07098157111267
1988-04-13,1988.0,4.0,13.0,11.833333333333336,10.755465309857687
1988-04-14,1988.0,4.0,14.0,11.9,10.808051353400183
1988-04-15,1988.0,4.0,15.0,11.354166666666664,10.377503121895982
1988-04-16,1988.0,4.0,16.0,10.275,9.526266542051808
1988-04-17,1988.0,4.0,17.0,10.179166666666667,9.450674104459468
1988-04-18,1988.0,4.0,18.0,10.270833333333334,9.522979914330401
1988-04-19,1988.0,4.0,19.0,10.933333333333332,10.045553722033969
1988-04-20,1988.0,4.0,20.0,11.804166666666665,10.732458915807841
1988-04-21,1988.0,4.0,21.0,11.75,10.689732755429564
1988-04-22,1988.0,4.0,22.0,11.260869565217387,10.303911240307976
1988-04-23,1988.0,4.0,23.0,11.579166666666666,10.554981018851912
1988-04-24,1988.0,4.0,24.0,11.566666666666665,10.545121135687694
1988-04-25,1988.0,4.0,25.0,11.7125,10.660153105936908
1988-04-26,1988.0,4.0,26.0,11.9125,10.8179112365644
1988-04-27,1988.0,4.0,27.0,11.916666666666664,10.821197864285805
1988-04-28,1988.0,4.0,28.0,12.870833333333332,11.5738356124878
1988-04-29,1988.0,4.0,29.0,13.0875,11.744740254000918
1988-04-30,1988.0,4.0,30.0,12.229166666666664,11.067694943391261
1988-05-01,1988.0,5.0,1.0,11.083333333333336,10.163872320004591
1988-05-02,1988.0,5.0,2.0,10.754166666666665,9.904228730013505
1988-05-03,1988.0,5.0,3.0,10.441666666666668,9.657731650908051
1988-05-04,1988.0,5.0,4.0,9.8625,9.200890397632605
1988-05-05,1988.0,5.0,5.0,10.141666666666667,9.421094454966813
1988-05-06,1988.0,5.0,6.0,10.308333333333332,9.552559563823054
1988-05-07,1988.0,5.0,7.0,10.783333333333333,9.92723512406335
1988-05-08,1988.0,5.0,8.0,11.079166666666667,10.160585692283183
1988-05-09,1988.0,5.0,9.0,12.204166666666667,11.047975177062828
1988-05-10,1988.0,5.0,10.0,12.829166666666666,11.54096933527374
1988-05-11,1988.0,5.0,11.0,13.021739130434785,11.692868694745684
1988-05-12,1988.0,5.0,12.0,13.091666666666667,11.748026881722325
1988-05-13,1988.0,5.0,13.0,13.320833333333333,11.92879140639966
1988-05-14,1988.0,5.0,14.0,12.365217391304348,11.175010483338045
1988-05-15,1988.0,5.0,15.0,11.241666666666667,10.28876417341802
1988-05-16,1988.0,5.0,16.0,12.191666666666668,11.03811529389861
1988-05-17,1988.0,5.0,17.0,11.1625,10.226318246711305
1988-05-18,1988.0,5.0,18.0,10.020833333333334,9.325782251046036
1988-05-19,1988.0,5.0,19.0,9.8375,9.181170631304168
1988-05-20,1988.0,5.0,20.0,10.2875,9.536126425216025
1988-05-21,1988.0,5.0,21.0,11.375,10.393936260503015
1988-05-22,1988.0,5.0,22.0,11.845833333333333,10.765325193021903
1988-05-23,1988.0,5.0,23.0,10.2,9.467107243066497
1988-05-24,1988.0,5.0,24.0,9.070833333333333,8.576431130565446
1988-05-25,1988.0,5.0,25.0,8.933333333333334,8.467972415759046
1988-05-26,1988.0,5.0,26.0,9.1,8.59943752461529
1988-05-27,1988.0,5.0,27.0,10.141666666666666,9.421094454966811
1988-05-28,1988.0,5.0,28.0,12.258333333333333,11.090701337441105
1988-05-29,1988.0,5.0,29.0,11.070833333333335,10.154012436840372
1988-05-30,1988.0,5.0,30.0,10.058333333333334,9.35536190053869
1988-05-31,1988.0,5.0,31.0,10.029166666666667,9.332355506488849
1988-06-01,1988.0,6.0,1.0,11.783333333333333,10.716025777200812
1988-06-02,1988.0,6.0,2.0,12.074999999999998,10.946089717699236
1988-06-03,1988.0,6.0,3.0,13.145833333333336,11.790753042100604
1988-06-04,1988.0,6.0,4.0,11.5625,10.54183450796629
1988-06-05,1988.0,6.0,5.0,11.583333333333336,10.558267646573322
1988-06-06,1988.0,6.0,6.0,11.175000000000002,10.236178129875524
1988-06-07,1988.0,6.0,7.0,13.45,12.030676865763247
1988-06-08,1988.0,6.0,8.0,13.533333333333333,12.09640942019137
1988-06-09,1988.0,6.0,9.0,13.725,12.24759429537605
1988-06-10,1988.0,6.0,10.0,13.179166666666667,11.817046063871853
1988-06-11,1988.0,6.0,11.0,11.55,10.531974624802071
1988-06-12,1988.0,6.0,12.0,9.779166666666667,9.135157843204482
1988-06-13,1988.0,6.0,13.0,9.533333333333333,8.941246807641523
1988-06-14,1988.0,6.0,14.0,10.85,9.979821167605847
1988-06-15,1988.0,6.0,15.0,12.891666666666666,11.59026875109483
1988-06-16,1988.0,6.0,16.0,13.5625,12.119415814241211
1988-06-17,1988.0,6.0,17.0,12.9375,11.626421656030299
1988-06-18,1988.0,6.0,18.0,10.25,9.50654677572337
1988-06-19,1988.0,6.0,19.0,9.85,9.191030514468386
1988-06-20,1988.0,6.0,20.0,10.075,9.368508411424315
1988-06-21,1988.0,6.0,21.0,10.716666666666667,9.874649080520852
1988-06-22,1988.0,6.0,22.0,11.05,10.13757929823334
1988-06-23,1988.0,6.0,23.0,10.6125,9.792483387485701
1988-06-24,1988.0,6.0,24.0,9.925,9.250189813453696
1988-06-25,1988.0,6.0,25.0,9.733333333333334,9.099004938269015
1988-06-26,1988.0,6.0,26.0,9.495833333333332,8.911667158148866
1988-06-27,1988.0,6.0,27.0,9.454166666666667,8.878800880934808
1988-06-28,1988.0,6.0,28.0,9.254166666666666,8.721042750307316
1988-06-29,1988.0,6.0,29.0,8.695833333333333,8.280634635638899
1988-06-30,1988.0,6.0,30.0,8.9125,8.451539277152015
1988-07-01,1988.0,7.0,1.0,8.8625,8.412099744495144
1988-07-02,1988.0,7.0,2.0,8.620833333333332,8.221475336653588
1988-07-03,1988.0,7.0,3.0,8.529166666666667,8.149169526782655
1988-07-04,1988.0,7.0,4.0,8.666666666666666,8.257628241589057
1988-07-05,1988.0,7.0,5.0,9.179166666666667,8.661883451322005
1988-07-06,1988.0,7.0,6.0,9.579166666666666,8.97739971257699
1988-07-07,1988.0,7.0,7.0,9.795833333333333,9.148304354090106
1988-07-08,1988.0,7.0,8.0,9.433333333333335,8.862367742327779
1988-07-09,1988.0,7.0,9.0,9.341666666666667,8.790061932456844
1988-07-10,1988.0,7.0,10.0,9.245833333333332,8.714469494864503
1988-07-11,1988.0,7.0,11.0,9.1375,8.629017174107943
1988-07-12,1988.0,7.0,12.0,9.283333333333333,8.744049144357158
1988-07-13,1988.0,7.0,13.0,9.454166666666667,8.878800880934808
1988-07-14,1988.0,7.0,14.0,9.566666666666666,8.967539829412772
1988-07-15,1988.0,7.0,15.0,9.841666666666667,9.184457259025574
1988-07-16,1988.0,7.0,16.0,9.4,8.836074720556528
1988-07-17,1988.0,7.0,17.0,9.4875,8.905093902706056
1988-07-18,1988.0,7.0,18.0,9.716666666666667,9.085858427383391
1988-07-19,1988.0,7.0,19.0,10.525,9.723464205336173
1988-07-20,1988.0,7.0,20.0,11.1,10.177018830890212
1988-07-21,1988.0,7.0,21.0,12.420833333333334,11.218879818575944
1988-07-22,1988.0,7.0,22.0,13.491304347826087,12.063257349262404
1988-07-23,1988.0,7.0,23.0,13.575,12.12927569740543
1988-07-24,1988.0,7.0,24.0,13.866666666666665,12.359339637903856
1988-07-25,1988.0,7.0,25.0,14.495833333333335,12.855620423836179
1988-07-26,1988.0,7.0,26.0,13.695833333333333,12.224587901326206
1988-07-27,1988.0,7.0,27.0,12.970833333333333,11.652714677801548
1988-07-28,1988.0,7.0,28.0,12.6,11.360204810596406
1988-07-29,1988.0,7.0,29.0,11.85,10.76861182074331
1988-07-30,1988.0,7.0,30.0,12.104166666666664,10.969096111749078
1988-07-31,1988.0,7.0,31.0,12.404166666666667,11.20573330769032
1988-08-01,1988.0,8.0,1.0,12.920833333333334,11.613275145144675
1988-08-02,1988.0,8.0,2.0,13.779166666666667,12.29032045575433
1988-08-03,1988.0,8.0,3.0,14.454166666666666,12.822754146622115
1988-08-04,1988.0,8.0,4.0,14.3125,12.711008804094309
1988-08-05,1988.0,8.0,5.0,14.541666666666664,12.891773328771642
1988-08-06,1988.0,8.0,6.0,14.4625,12.829327402064928
1988-08-07,1988.0,8.0,7.0,14.970833333333333,13.23029598407647
1988-08-08,1988.0,8.0,8.0,14.204166666666666,12.62555648333775
1988-08-09,1988.0,8.0,9.0,13.925,12.405352426003542
1988-08-10,1988.0,8.0,10.0,13.679166666666665,12.211441390440582
1988-08-11,1988.0,8.0,11.0,13.629166666666668,12.17200185778371
1988-08-12,1988.0,8.0,12.0,13.3125,11.922218150956846
1988-08-13,1988.0,8.0,13.0,13.2125,11.843339085643102
1988-08-14,1988.0,8.0,14.0,12.829166666666666,11.54096933527374
1988-08-15,1988.0,8.0,15.0,12.625,11.379924576924841
1988-08-16,1988.0,8.0,16.0,11.883333333333335,10.794904842514558
1988-08-17,1988.0,8.0,17.0,10.904166666666667,10.022547327984126
1988-08-18,1988.0,8.0,18.0,10.5625,9.753043854828828
1988-08-19,1988.0,8.0,19.0,10.5125,9.713604322171953
1988-08-20,1988.0,8.0,20.0,11.02608695652174,10.118716913049617
1988-08-21,1988.0,8.0,21.0,11.75,10.689732755429564
1988-08-22,1988.0,8.0,22.0,12.508333333333333,11.28789900072547
1988-08-23,1988.0,8.0,23.0,12.483333333333334,11.268179234397035
1988-08-24,1988.0,8.0,24.0,12.886363636363633,11.586085770358494
1988-08-25,1988.0,8.0,25.0,11.925000000000002,10.82777111972862
1988-08-26,1988.0,8.0,26.0,11.7875,10.719312404922217
1988-08-27,1988.0,8.0,27.0,11.75,10.689732755429564
1988-08-28,1988.0,8.0,28.0,11.9375,10.837631002892836
1988-08-29,1988.0,8.0,29.0,12.2875,11.113707731490948
1988-08-30,1988.0,8.0,30.0,12.545833333333334,11.317478650218128
1988-08-31,1988.0,8.0,31.0,12.829166666666667,11.540969335273742
1988-09-01,1988.0,9.0,1.0,12.858333333333334,11.563975729323584
